product,isoelectric_point,protein_format,molecular_weight_da,formulation_title,composition,product_conc_mg_ml,tm_c
MAB6181444,5.982600000000001,IGG3,386626.68,F63,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",518.4,151.59635265624
MAB6181444,5.982600000000001,IGG3,386626.68,F64,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 4.5",518.4,151.89670075216
MAB6181444,5.982600000000001,IGG3,386626.68,F65,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",518.4,157.36601892463997
MAB6181444,5.982600000000001,IGG3,386626.68,F66,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 4.5",518.4,152.80308057712
MAB6181444,5.982600000000001,IGG3,386626.68,F67,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 4.5",518.4,157.32158224648
MAB6181444,5.982600000000001,IGG3,386626.68,F68,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",518.4,156.63380687999998
MAB6181444,5.982600000000001,IGG3,386626.68,F69,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",518.4,155.49974880632
MAB6181444,5.982600000000001,IGG3,386626.68,F70,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.0",518.4,154.83852955383998
MAB6181444,5.982600000000001,IGG3,386626.68,F71,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.5",518.4,159.1311190104
MAB6181444,5.982600000000001,IGG3,386626.68,F72,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.5",518.4,158.91778925399998
MAB6181444,5.982600000000001,IGG3,386626.68,F73,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",518.4,162.4327368796
MAB6181444,5.982600000000001,IGG3,386626.68,F74,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.5",518.4,160.21289864352
MAB6181444,5.982600000000001,IGG3,386626.68,F75,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",518.4,164.92809560584
MAB6181444,5.982600000000001,IGG3,386626.68,F76,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.5",518.4,161.94878652496
MAB6181444,5.982600000000001,IGG3,386626.68,F77,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.5",518.4,166.59321085096002
MAB6181444,5.982600000000001,IGG3,386626.68,F78,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",518.4,165.09088955192
MAB6181444,5.982600000000001,IGG3,386626.68,F79,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.0",518.4,154.90833251224
MAB6181444,5.982600000000001,IGG3,386626.68,F80,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",518.4,153.654549326
MAB6181444,5.982600000000001,IGG3,386626.68,F81,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",518.4,156.59525386912
MAB6181444,5.982600000000001,IGG3,386626.68,F82,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.0",518.4,154.99121445656
MAB6181444,5.982600000000001,IGG3,386626.68,F83,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",518.4,159.98201155712002
MAB6181444,5.982600000000001,IGG3,386626.68,F84,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",518.4,156.77206835784
MAB6181444,5.982600000000001,IGG3,386626.68,F85,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.0",518.4,160.87481117568
MAB6181444,5.982600000000001,IGG3,386626.68,F86,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",518.4,160.40092302848
MAB6181444,5.982600000000001,IGG3,386626.68,F87,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 6.0",518.4,159.86367302848
MAB6181444,5.982600000000001,IGG3,386626.68,F88,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 6.0",518.4,161.23108221968
MAB6181444,5.982600000000001,IGG3,386626.68,F89,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 7.0",518.4,162.3510775812
MAB6181444,5.982600000000001,IGG3,386626.68,F90,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 7.0",518.4,161.99080603248
MAB6181444,5.982600000000001,IGG3,386626.68,F91,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",518.4,165.12972362743997
MAB6181444,5.982600000000001,IGG3,386626.68,F92,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 7.0",518.4,163.73753371552
MAB6181444,5.982600000000001,IGG3,386626.68,F93,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",518.4,167.31045608072
MAB6181444,5.982600000000001,IGG3,386626.68,F94,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 7.0",518.4,164.43114124695998
MAB6181444,5.982600000000001,IGG3,386626.68,F95,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 7.0",518.4,168.73840707184002
MAB6181444,5.982600000000001,IGG3,386626.68,F96,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",518.4,168.21841457336
MAB6182419,5.499,IGG3,389595.72,F01,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 4.5",172.8,148.67261745216
MAB6182419,5.499,IGG3,389595.72,F02,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 4.5",172.8,148.637759264872
MAB6182419,5.499,IGG3,389595.72,F03,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",172.8,152.18229870151998
MAB6182419,5.499,IGG3,389595.72,F04,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 4.5",172.8,150.18650506216
MAB6182419,5.499,IGG3,389595.72,F05,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",172.8,161.43597777736
MAB6182419,5.499,IGG3,389595.72,F06,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 4.5",172.8,152.431906542312
MAB6182419,5.499,IGG3,389595.72,F07,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 4.5",172.8,162.917398926552
MAB6182419,5.499,IGG3,389595.72,F08,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",172.8,162.58874391528
MAB6182419,5.499,IGG3,389595.72,F09,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.0",172.8,154.027472312792
MAB6182419,5.499,IGG3,389595.72,F10,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",172.8,159.0752080476
MAB6182419,5.499,IGG3,389595.72,F11,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",172.8,160.460711015688
MAB6182419,5.499,IGG3,389595.72,F12,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",172.8,168.43662547503197
MAB6182419,5.499,IGG3,389595.72,F13,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.5",172.8,164.565154328632
MAB6197066,,IGG3,386148.75,F92,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 7.0",518.4,162.079626665848
MAB6182419,5.499,IGG3,389595.72,F14,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.5",172.8,161.984547537848
MAB6182419,5.499,IGG3,389595.72,F15,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",172.8,164.70490473928
MAB6182419,5.499,IGG3,389595.72,F16,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.5",172.8,159.74233704271202
MAB6182419,5.499,IGG3,389595.72,F17,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",172.8,170.493459595288
MAB6182419,5.499,IGG3,389595.72,F18,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.5",172.8,166.513331285592
MAB6182419,5.499,IGG3,389595.72,F19,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.5",172.8,172.955655896632
MAB6182419,5.499,IGG3,389595.72,F20,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",172.8,172.372328954312
MAB6182419,5.499,IGG3,389595.72,F21,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.0",172.8,154.491818742808
MAB6182419,5.499,IGG3,389595.72,F22,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",172.8,153.946133252232
MAB6182419,5.499,IGG3,389595.72,F23,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",172.8,157.82936346384
MAB6182419,5.499,IGG3,389595.72,F24,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.0",172.8,155.47690761336
MAB6182419,5.499,IGG3,389595.72,F25,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",172.8,164.160830269272
MAB6182419,5.499,IGG3,389595.72,F26,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",172.8,158.97921180744802
MAB6182419,5.499,IGG3,389595.72,F27,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.0",172.8,165.56765212783998
MAB6182419,5.499,IGG3,389595.72,F28,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",172.8,165.25953443416802
MAB6182419,5.499,IGG3,389595.72,F29,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 6.0",172.8,163.66299369799998
MAB6182419,5.499,IGG3,389595.72,F30,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 6.0",172.8,165.9440864652
MAB6182419,5.499,IGG3,389595.72,F31,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 6.0",172.8,166.884101595752
MAB6182419,5.499,IGG3,389595.72,F32,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 6.0",172.8,172.704311351928
MAB6182419,5.499,IGG3,389595.72,F33,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 7.0",172.8,169.07862153692
MAB6182419,5.499,IGG3,389595.72,F34,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 7.0",172.8,167.83254047965602
MAB6182419,5.499,IGG3,389595.72,F35,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",172.8,172.208897194856
MAB6182419,5.499,IGG3,389595.72,F36,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 7.0",172.8,170.92791670424
MAB6182419,5.499,IGG3,389595.72,F37,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",172.8,176.98899197518398
MAB6182419,5.499,IGG3,389595.72,F38,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 7.0",172.8,172.31686225244
MAB6182419,5.499,IGG3,389595.72,F39,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 7.0",172.8,178.91209999491198
MAB6182419,5.499,IGG3,389595.72,F40,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",172.8,178.985507678544
MAB6182419,5.499,IGG3,389595.72,F41,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 4.5",345.6,153.899485525688
MAB6182419,5.499,IGG3,389595.72,F42,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 4.5",345.6,153.336649050312
MAB6182419,5.499,IGG3,389595.72,F43,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",345.6,157.35536889815998
MAB6182419,5.499,IGG3,389595.72,F44,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 4.5",345.6,154.80715931144
MAB6182419,5.499,IGG3,389595.72,F45,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 4.5",345.6,165.056607802568
MAB6182419,5.499,IGG3,389595.72,F46,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",345.6,166.632572811752
MAB6182419,5.499,IGG3,389595.72,F47,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",345.6,163.042044364952
MAB6182419,5.499,IGG3,389595.72,F48,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.0",345.6,169.66444300159998
MAB6182419,5.499,IGG3,389595.72,F49,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",345.6,167.965281832248
MAB6182419,5.499,IGG3,389595.72,F50,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",345.6,170.7675501212
MAB6182419,5.499,IGG3,389595.72,F51,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.0",345.6,159.5048013752
MAB6182419,5.499,IGG3,389595.72,F52,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",345.6,158.51792278552
MAB6182419,5.499,IGG3,389595.72,F53,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",345.6,161.920981797752
MAB6182419,5.499,IGG3,389595.72,F54,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.0",345.6,159.88651597256802
MAB6182419,5.499,IGG3,389595.72,F55,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.0",345.6,167.82670322832
MAB6182419,5.499,IGG3,389595.72,F56,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 6.0",345.6,171.586266604552
MAB6182419,5.499,IGG3,389595.72,F57,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 6.0",345.6,166.80398054664
MAB6182419,5.499,IGG3,389595.72,F58,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 6.0",345.6,172.773988654
MAB6182419,5.499,IGG3,389595.72,F59,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 6.0",345.6,172.26355943392798
MAB6182419,5.499,IGG3,389595.72,F60,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",345.6,175.89171349864
MAB6182419,5.499,IGG3,389595.72,F61,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 4.5",518.4,156.412035574072
MAB6182419,5.499,IGG3,389595.72,F62,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 4.5",518.4,155.342453384968
MAB6182419,5.499,IGG3,389595.72,F63,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",518.4,160.10952895104802
MAB6182419,5.499,IGG3,389595.72,F64,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 4.5",518.4,157.97729396808
MAB6182419,5.499,IGG3,389595.72,F65,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",518.4,164.706340229528
MAB6182419,5.499,IGG3,389595.72,F66,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 4.5",518.4,160.447414059768
MAB6182419,5.499,IGG3,389595.72,F67,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 4.5",518.4,166.783927716792
MAB6182419,5.499,IGG3,389595.72,F68,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",518.4,165.684692987128
MAB6182419,5.499,IGG3,389595.72,F69,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",518.4,158.305773095368
MAB6182419,5.499,IGG3,389595.72,F70,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.0",518.4,160.170910319832
MAB6182419,5.499,IGG3,389595.72,F71,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.5",518.4,163.39026543423998
MAB6182419,5.499,IGG3,389595.72,F72,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.5",518.4,161.99720732632
MAB6182419,5.499,IGG3,389595.72,F73,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",518.4,165.64643453415198
MAB6182419,5.499,IGG3,389595.72,F74,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.5",518.4,164.34087194936
MAB6182419,5.499,IGG3,389595.72,F75,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",518.4,170.403289839368
MAB6182419,5.499,IGG3,389595.72,F76,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.5",518.4,167.136185180328
MAB6182419,5.499,IGG3,389595.72,F77,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.5",518.4,172.3934964152
MAB6182419,5.499,IGG3,389595.72,F78,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",518.4,170.664658793672
MAB6182419,5.499,IGG3,389595.72,F79,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.0",518.4,160.33995282848
MAB6182419,5.499,IGG3,389595.72,F80,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",518.4,158.786766745288
MAB6182419,5.499,IGG3,389595.72,F81,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",518.4,162.540996418952
MAB6182419,5.499,IGG3,389595.72,F82,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.0",518.4,161.15846048552
MAB6182419,5.499,IGG3,389595.72,F83,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",518.4,167.19225046343198
MAB6182419,5.499,IGG3,389595.72,F84,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",518.4,163.741930341112
MAB6182419,5.499,IGG3,389595.72,F85,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.0",518.4,169.211514498392
MAB6182419,5.499,IGG3,389595.72,F86,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",518.4,168.12107610464798
MAB6182419,5.499,IGG3,389595.72,F87,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 6.0",518.4,162.759056333112
MAB6182419,5.499,IGG3,389595.72,F88,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 6.0",518.4,164.999444353448
MAB6182419,5.499,IGG3,389595.72,F89,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 7.0",518.4,166.554478215608
MAB6182419,5.499,IGG3,389595.72,F90,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 7.0",518.4,165.184857258872
MAB6182419,5.499,IGG3,389595.72,F91,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",518.4,169.609268716
MAB6182419,5.499,IGG3,389595.72,F92,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 7.0",518.4,168.269363760408
MAB6182419,5.499,IGG3,389595.72,F93,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",518.4,174.484459595288
MAB6182419,5.499,IGG3,389595.72,F94,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 7.0",518.4,170.23825169136
MAB6182419,5.499,IGG3,389595.72,F95,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 7.0",518.4,177.1711440052
MAB6182419,5.499,IGG3,389595.72,F96,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",518.4,176.05184684272805
MAB6187602,6.411600000000001,IGG4,404683.89,F01,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 4.5",34.56,156.88928
MAB6187602,6.411600000000001,IGG4,404683.89,F02,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 4.5",34.56,156.97114666584798
MAB6187602,6.411600000000001,IGG4,404683.89,F03,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",34.56,160.728826665848
MAB6187602,6.411600000000001,IGG4,404683.89,F04,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 4.5",34.56,157.249493334152
MAB6187602,6.411600000000001,IGG4,404683.89,F05,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",34.56,167.86759999999998
MAB6187602,6.411600000000001,IGG4,404683.89,F06,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 4.5",34.56,160.98261333415198
MAB6187602,6.411600000000001,IGG4,404683.89,F07,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 4.5",34.56,168.817253334152
MAB6187602,6.411600000000001,IGG4,404683.89,F08,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",34.56,168.57984
MAB6187602,6.411600000000001,IGG4,404683.89,F09,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.0",34.56,163.39768
MAB6187602,6.411600000000001,IGG4,404683.89,F10,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",34.56,165.96829333415198
MAB6187602,6.411600000000001,IGG4,404683.89,F11,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",34.56,166.66416
MAB6187602,6.411600000000001,IGG4,404683.89,F12,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",34.56,171.756266665848
MAB6187602,6.411600000000001,IGG4,404683.89,F13,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.5",34.56,166.97116
MAB6187602,6.411600000000001,IGG4,404683.89,F14,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.5",34.56,166.36944
MAB6187602,6.411600000000001,IGG4,404683.89,F15,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",34.56,169.161093334152
MAB6187602,6.411600000000001,IGG4,404683.89,F16,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.5",34.56,168.596213334152
MAB6187602,6.411600000000001,IGG4,404683.89,F17,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",34.56,173.86024
MAB6187602,6.411600000000001,IGG4,404683.89,F18,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.5",34.56,169.382133334152
MAB6187602,6.411600000000001,IGG4,404683.89,F19,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.5",34.56,174.064906665848
MAB6187602,6.411600000000001,IGG4,404683.89,F20,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",34.56,173.62282666584798
MAB6187602,6.411600000000001,IGG4,404683.89,F21,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.0",34.56,158.542986665848
MAB6187602,6.411600000000001,IGG4,404683.89,F22,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",34.56,159.05056000000002
MAB6187602,6.411600000000001,IGG4,404683.89,F23,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",34.56,160.786133334152
MAB6187602,6.411600000000001,IGG4,404683.89,F24,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.0",34.56,158.5348
MAB6187602,6.411600000000001,IGG4,404683.89,F25,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",34.56,166.41856
MAB6187602,6.411600000000001,IGG4,404683.89,F26,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",34.56,161.572053334152
MAB6187602,6.411600000000001,IGG4,404683.89,F27,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.0",34.56,167.57288
MAB6187602,6.411600000000001,IGG4,404683.89,F28,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",34.56,166.107466665848
MAB6187602,6.411600000000001,IGG4,404683.89,F29,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 6.0",34.56,165.80456
MAB6187602,6.411600000000001,IGG4,404683.89,F30,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 6.0",34.56,167.85941333415198
MAB6187602,6.411600000000001,IGG4,404683.89,F31,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 6.0",34.56,168.768133334152
MAB6187602,6.411600000000001,IGG4,404683.89,F32,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 6.0",34.56,172.427573334152
MAB6187602,6.411600000000001,IGG4,404683.89,F33,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 7.0",34.56,169.799653334152
